Nome: BRASILIA
Codigo Estacao: A001
Latitude: -15.78944444
Longitude: -47.92583332
Altitude: 1160.96
Situacao: Operante
Data Inicial: 2001-01-01
Data Final: 2019-12-31
Periodicidade da Medicao: Diaria

Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);PRESSAO ATMOSFERICA MEDIA DIARIA (AUT)(mB);TEMPERATURA DO PONTO DE ORVALHO MEDIA DIARIA (AUT)(°C);TEMPERATURA MAXIMA, DIARIA (AUT)(°C);TEMPERATURA MEDIA, DIARIA (AUT)(°C);TEMPERATURA MINIMA, DIARIA (AUT)(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%);UMIDADE RELATIVA DO AR, MINIMA DIARIA (AUT)(%);VENTO, RAJADA MAXIMA DIARIA (AUT)(m/s);VENTO, VELOCIDADE MEDIA DIARIA (AUT)(m/s);
2001-11-22;2.6;887.1;16.9;24.2;19.9;17.4;84;60;8.6;2.3;
2001-11-23;1.4;884.1;16.7;25.9;21.4;17.4;75.3;53;12;2.4;
2001-11-24;4.2;883.6;17.5;22.8;19.5;19.4;88.3;71;12;1.8;
2001-11-25;25.2;884.5;16.8;25.4;20.4;16.4;81;58;7;2;
2001-11-26;0;885.3;17.4;25.4;21.3;18.9;78.8;60;9.9;3.3;
2001-11-27;.8;885.6;14.9;27.9;22.6;18;64.1;37;7;2.1;
2001-11-28;0;885.1;15.9;26.3;21.5;16.3;71.3;49;8.8;1.6;
2001-11-29;10.2;883.7;17.6;24.8;20.1;18.1;86.3;62;10.4;1.7;
2001-11-30;21.4;882.6;17.4;23.2;19.5;17.9;87.7;71;13.6;3.9;
2001-12-01;5.4;883;17.7;23.1;19.6;18.2;89.2;74;14.7;4.9;
2001-12-02;4.6;884.6;18.3;25.4;20.6;18.6;86.9;66;8.7;1.6;
2001-12-03;7.6;884.8;17.6;27.5;22.2;17.3;77.5;51;8.4;2.4;
2001-12-04;0;885.3;15.7;27.7;22.4;18;68.3;42;8.9;3.3;
2001-12-05;0;885.1;16.2;28;22.9;18.8;67.2;39;8.5;3.4;
2001-12-06;2;885.2;17.6;24.6;21.4;18.5;79.1;62;7.9;1.7;
2001-12-07;22.6;885.1;17.7;25.5;20.6;17.5;83.9;62;9.5;2.1;
2001-12-08;4.6;884.9;15.8;27.8;22.3;17.3;70.1;33;8.6;2.9;
2001-12-09;0;884.8;12.9;27.7;22.9;18.1;54.6;35;8.5;2.8;
2001-12-10;0;885.5;14.1;28.4;23.5;18;56.4;37;8.6;2.9;
2001-12-11;0;886.2;15.2;28.3;23.9;19.7;58.5;42;7.9;3.2;
2001-12-12;0;885.2;14.3;28.4;null;19.6;57.5;38;8.3;3.6;
2001-12-13;null;null;null;null;null;null;null;33;5.7;null;
2001-12-14;null;null;null;28.1;null;null;74.8;43;9;null;
2001-12-15;null;null;null;null;null;null;null;57;7.7;null;
2001-12-16;null;null;null;null;null;null;null;62;6.7;null;
2001-12-17;null;null;null;null;null;null;null;66;11.5;null;
2001-12-18;null;884.7;17.9;27.5;null;null;79;52;9.6;2.4;
2001-12-19;null;null;null;27.6;null;19.5;78.8;50;9;null;
2001-12-20;null;null;null;null;null;null;79;52;14.8;null;
2001-12-21;null;null;null;null;null;null;null;58;7.2;null;
2001-12-22;null;null;null;26.3;null;null;82.7;56;15;null;
2001-12-23;null;null;null;null;null;null;null;48;8.4;null;
2001-12-24;null;887.2;17.5;27;null;18.6;82.9;50;9.4;2;
2001-12-25;null;null;null;27.7;null;null;72.6;45;8.7;null;
2001-12-26;null;886.5;16.7;26;null;18.3;74.1;50;6.6;1.8;
2001-12-27;null;null;null;null;null;null;null;68;3.9;null;
2001-12-28;null;null;null;null;null;null;80.2;58;8.3;null;
2001-12-29;12.8;886;17.8;21.5;null;17.9;91.8;81;10.1;2.7;
2001-12-30;null;null;null;null;null;null;null;77;9.8;null;
2001-12-31;null;null;null;null;null;null;84.8;71;13;null;
2002-01-01;null;null;null;24.8;null;null;85;69;10.5;null;
2002-01-02;null;null;null;null;null;19.3;81.3;51;8.6;null;
2002-01-03;0;882.9;17.4;28.3;22.4;18.3;76.1;45;14.3;2.5;
2002-01-04;13.4;883.9;17.1;27.9;22.4;18.5;74;44;9;2;
2002-01-05;null;null;null;null;null;19.9;70.3;45;9.2;null;
2002-01-06;null;884.5;17.3;27.9;null;19.3;72.4;40;11.1;2.3;
2002-01-07;0;884.3;17.7;25.7;null;19;76.4;64;8.8;3.1;
2002-01-08;null;884.1;18.2;24.7;null;19.2;82.1;67;10.3;4.1;
2002-01-09;null;885.7;18;24.3;null;18.3;84.3;67;11.7;4.4;
2002-01-10;null;null;null;null;null;null;72.7;59;12.6;null;
2002-01-11;null;null;null;null;null;null;null;62;9.9;null;
2002-01-12;null;null;null;26.6;null;null;69;53;9.1;null;
2002-01-13;0;887;18.1;25.3;20.6;18.6;85.7;64;9.6;2.4;
2002-01-14;null;null;null;null;null;18.3;null;75;11;null;
2002-01-15;null;null;null;null;null;null;null;72;10.1;null;
2002-01-16;null;880.5;17.9;24.3;null;null;87.7;69;9.6;2.8;
2002-01-17;null;881.5;18.1;23.9;19.7;17.4;90.5;72;9;2.2;
2002-01-18;16.2;883.3;18;23.3;19.3;18.2;92.4;78;9.6;2.8;
2002-01-19;25.2;884.6;17.7;25.9;20.1;18.3;86.9;59;11.3;3.2;
2002-01-20;9.2;886.7;16.7;27.6;22.2;18.9;73.1;44;11.4;3;
2002-01-21;1.6;888.2;16.8;28.9;null;18.6;69.3;38;10.3;2.3;
2002-01-22;null;null;null;null;null;null;null;54;5;null;
2002-01-23;null;888.3;15.1;29.7;23.9;null;61.6;27;6;1.6;
2002-01-24;0;886.9;13.9;29.4;23.4;16.7;57.5;30;7;1.9;
2002-01-25;0;886.7;12.2;30;23.9;17.9;50;25;7.1;1.6;
2002-01-26;0;887.1;16.4;30.6;23.2;18.8;67.9;33;12;1.8;
2002-01-27;.6;886.9;17.8;27.2;21.6;18.4;79.5;55;11;1.6;
2002-01-28;23;885.8;17.2;29.3;22.2;18.1;76;39;9.6;1.5;
2002-01-29;13;885.4;17.9;29;22.6;18.6;76.6;43;7.4;1.7;
2002-01-30;1;885.9;17.8;29.1;null;18.9;71.6;45;8.6;1.3;
2002-01-31;.2;885.8;18.3;27.8;21.8;19.5;80.3;57;10.3;1.8;
2002-02-01;33.2;886.7;16.5;28.3;20.8;17.1;78.7;43;11.1;2;
2002-02-02;9.6;886.1;17.6;28.3;22.8;18.7;74;44;8.9;2.2;
2002-02-03;2;884.3;17.8;25.9;21;19.4;82.8;57;9.9;2.4;
2002-02-04;31.4;884.9;17.3;25.9;19.7;17.1;86.9;59;10.8;3.2;
2002-02-05;0;886.7;16.8;23.2;19.8;17.8;83.6;65;7.8;2.7;
2002-02-06;.4;886.1;16.9;26.6;21;16.6;79.1;49;7.6;2.4;
2002-02-07;4.2;885.2;17.9;25.9;20.2;18.5;87.3;62;11.9;2.8;
2002-02-08;4.2;886;17.6;26.7;19.7;17.8;88.1;59;13.9;3;
2002-02-09;17.2;886.5;17;21.8;18.8;17.3;89.4;70;9.3;3.1;
2002-02-10;12.2;886.8;17.5;26.7;20.4;17.5;84.6;56;8.7;2.9;
2002-02-11;.2;886.8;17.4;24.3;19.4;18.7;88.2;67;14;2.1;
2002-02-12;12.4;888;16.6;25.9;19.7;15.8;83.2;53;8.8;1.7;
2002-02-13;10.8;887.2;15.8;27.4;21.1;15.7;74.1;45;8.5;2.1;
2002-02-14;0;887.1;16.6;26.6;21.6;17.5;74.4;51;7.5;2;
2002-02-15;0;888;17.2;27;20.7;18;81.2;52;6.8;1.4;
2002-02-16;.4;887.8;17.3;28.4;22.1;17.2;75.8;46;7.9;2.2;
2002-02-17;.2;887.1;18.1;26.8;21.6;17.9;81.1;56;8.6;.9;
2002-02-18;39.6;886.2;18.4;26.5;20.5;18.5;88.3;59;15.1;1.3;
2002-02-19;31.4;886.4;18.9;24.9;21.1;18.7;87.6;65;9.6;1.2;
2002-02-20;10.6;886.5;18.3;26.2;21.2;18.6;84.1;62;13.8;1.3;
2002-02-21;null;null;null;null;null;18.5;null;79;3.7;null;
2002-02-22;null;null;null;null;null;null;null;39;7.8;null;
2002-02-23;0;885.6;15.1;29.2;23.4;18.5;61.8;36;11.5;2.7;
2002-02-24;0;887.2;16;30.3;23.7;17.8;64.3;39;6.4;1.5;
2002-02-25;0;886.5;18.2;29;22.4;19.1;78.5;49;9.9;1.6;
2002-02-26;5.6;886.8;17.9;24.9;20.1;18.2;87.5;67;10.8;2.6;
2002-02-27;5.4;887.6;16.8;27.9;22;17.6;74.5;45;9.4;2.8;
2002-02-28;0;887.4;15.3;27.8;22.2;18;68;33;8.8;3.7;
2002-03-01;0;887.6;15;25.1;21.3;18.8;68.4;47;7.6;2.9;
2002-03-02;0;887;14.8;28.4;22.4;16.4;64.3;36;8.7;2.8;
2002-03-03;0;887.1;14.3;28.4;23.5;19;58.3;33;9.1;3.2;
2002-03-04;0;887.8;14.5;27.8;22.4;17.7;63.1;40;9.6;3.9;
2002-03-05;0;888.3;14.7;27.9;21.8;17;65.7;37;12.6;4.1;
2002-03-06;0;887.4;14.7;28.9;23.2;18.1;60.5;36;7.3;2.8;
2002-03-07;0;887.9;15.7;28.1;22.8;19.9;64.9;45;7.7;2.4;
2002-03-08;0;888.7;16;29;23.2;17.4;66.3;40;7.9;2.4;
2002-03-09;0;888.3;15.2;28.9;23.8;19.8;59.5;40;8.6;3.5;
2002-03-10;0;887.8;15.2;28.2;23.6;19.4;60.8;38;8.8;3.3;
2002-03-11;0;887.9;16.2;28.2;23.3;19;65.6;44;9.9;4;
2002-03-12;0;889.5;16.6;28.4;22.8;19;68.8;40;8.5;2.9;
2002-03-13;0;888.8;16.7;28.7;23.5;19;67;40;8.8;2.6;
2002-03-14;0;886.9;16.3;30.2;23.8;18.3;64.2;36;8.8;2.1;
2002-03-15;10.2;886.2;17.8;28.7;22.9;19.4;74.2;42;9.3;1.6;
2002-03-16;26.6;886.1;16.4;26.5;20.9;16.3;76.8;52;11.4;2.1;
2002-03-17;43.2;885.9;17.6;27;21.1;17.4;81.8;50;12.8;1.9;
2002-03-18;4.4;885.4;17.6;27.9;21.4;18;80.3;48;7.7;2;
2002-03-19;2;884.9;17.9;28.3;22.3;17.8;77.3;48;11.5;2.8;
2002-03-20;.4;885.9;18.1;27.2;22.1;19;78.7;56;7.8;1.1;
2002-03-21;10.6;885.5;18.2;26.8;22;18.8;79.5;56;9;1.5;
2002-03-22;.4;886;18.3;25.1;21;18.2;84.7;64;8.8;2.1;
2002-03-23;3.6;887.5;17.4;24.7;20.3;17.5;84.1;58;9;2.9;
2002-03-24;.4;886.9;18.2;27.1;21.6;19;81.9;54;9.2;1.9;
2002-03-25;19;886.2;17;26.3;20.5;17.2;81.8;52;7.1;2.2;
2002-03-26;null;null;null;null;null;null;null;89;4.2;null;
2002-03-27;null;null;null;null;null;null;null;62;4.5;null;
2002-03-28;null;888.2;16.4;28;22.3;16.9;71.7;36;9.2;2.9;
2002-03-29;0;887.5;15.3;27.3;22.5;18.6;65.7;40;9.8;3.4;
2002-03-30;0;887.9;15.4;27.5;22.1;18;66.3;43;9.9;3.7;
2002-03-31;0;888.2;15.9;28.1;22.3;18.2;68.8;41;9.6;2.9;
2002-04-01;0;887.4;14.9;27.8;22.6;16.8;63.7;35;7.5;2.5;
2002-04-02;0;887.4;14.6;28.9;23.2;18.2;60.4;30;8.1;2.6;
2002-04-03;0;888.3;15.6;28.4;23;17.6;64.1;43;8.4;2.6;
2002-04-04;0;888.2;14.8;27.6;22.6;18.1;63;37;8;2.9;
2002-04-05;0;887;14.4;27.9;22.5;16.6;62.2;35;8.4;2.7;
2002-04-06;0;885.5;14.3;28.4;22.3;16.4;62.2;37;7.6;2.1;
2002-04-07;0;885.9;15.8;28.8;21.5;17.1;72;39;11.9;1.6;
2002-04-08;6;886.1;16.5;26.2;20.9;18;76.9;55;9.8;2;
2002-04-09;12.4;885.6;16.6;26.4;20.6;17.3;79;51;12.1;1.6;
2002-04-10;.6;884.9;16.8;27.2;21.7;16.7;75;48;6.8;1.2;
2002-04-11;70.4;886;17.5;26.6;21;17.7;81.8;51;8.5;2.2;
2002-04-12;.8;886.2;18.1;27;21.5;18.7;81.9;56;7.9;1.5;
2002-04-13;1.4;887.1;17.7;27.9;22.6;19.1;75.5;47;7.5;1.2;
2002-04-14;0;887.9;17.1;28;22.8;19.6;71.6;47;9.9;2.8;
2002-04-15;0;887.7;15.8;27.1;22.4;18.6;67.3;46;8.3;3.1;
2002-04-16;0;887.9;16.4;26.6;21.8;18.6;72.1;52;8;3;
2002-04-17;0;888.5;15.5;28.5;22.6;18.2;66.5;33;9.2;2.6;
2002-04-18;0;888.1;15.9;28.2;22.9;17.6;66.3;41;8.3;2.8;
2002-04-19;0;887.2;15.2;27.9;22.7;18.6;63.8;40;10.1;3.1;
2002-04-20;0;887.3;14.9;28;22.1;17.7;65;39;9.5;3;
2002-04-21;0;887.5;13.5;27.5;22.3;16.5;59.5;36;10.6;3.4;
2002-04-22;0;887.4;15.7;26.3;21.7;18.8;69.5;50;12.3;4.6;
2002-04-23;0;887.3;15;26.5;20.9;16.6;69.8;48;10.6;4;
2002-04-24;0;886.6;14.4;26.3;21.3;16.9;66.5;40;9.4;3.5;
2002-04-25;0;887.1;14;26.8;21.6;17.5;63.2;40;7.8;2.8;
2002-04-26;0;887.5;14.5;26.9;21;17.4;66.7;45;11.6;2.3;
2002-04-27;0;887.1;15.1;26.8;22.3;18.7;65;45;9;2.5;
2002-04-28;0;886.6;11.4;27.6;22.3;16.1;52.5;29;8.7;3;
2002-04-29;0;887.4;11.8;27;21.9;17.5;53;37;9.1;2.7;
2002-04-30;0;888.2;14.2;27.8;21.9;16.1;62.9;41;6.1;1.2;
2002-05-01;0;888.3;14;29.5;23.1;16.6;58.9;36;7;1.4;
2002-05-02;0;886.9;14;28.9;23;16.2;58.4;36;7.5;2.2;
2002-05-03;0;885.8;11;29.6;23;16;49.3;26;5.4;1.5;
2002-05-04;0;886.8;12.1;29.6;23;17;52.7;27;8.3;1.4;
2002-05-05;0;888.4;14.3;29;22.7;17.1;62.3;33;7.1;2;
2002-05-06;0;889.3;14.7;28.4;23.2;18.5;59.8;36;8.3;2.8;
2002-05-07;0;888.5;15.5;27.5;22.4;18.2;66.4;43;10.4;3;
2002-05-08;0;887.9;14.4;28.1;22.3;17;63;36;8.4;2.4;
2002-05-09;0;888.7;15.4;25.2;21.3;17.9;69;53;6.6;1.9;
2002-05-10;0;889.4;15.3;27.4;22.1;17.6;67.1;43;8.3;2.1;
2002-05-11;0;890.5;14.2;26.2;21.5;17.9;64.3;43;9.8;3.7;
2002-05-12;0;889.8;14.4;27.5;21.1;16.1;67.2;45;10.4;3.6;
2002-05-13;0;889.8;14.9;27.2;22;19;65.2;42;9;3.4;
2002-05-14;0;889.2;14.4;25.7;20.9;17.2;67.5;47;10;3.8;
2002-05-15;0;889;13;26.8;20.9;16.1;61.4;42;8.5;3.1;
2002-05-16;0;887.6;13.9;27.4;21.6;15.9;63.3;38;6.1;1.3;
2002-05-17;null;886.8;12.3;null;null;17.6;57.6;38;4.3;1.2;
2002-05-18;null;885.4;12.5;29.4;22.4;16.1;56;30;7.1;1.4;
2002-05-19;0;886.5;12.4;29.5;23.1;16.2;53;30;6.3;1.5;
2002-05-20;0;887.1;15;29;22.2;17.2;65;38;7.4;1.7;
2002-05-21;2;887.2;15.3;26.7;20.4;17.9;73;52;14.4;2.4;
2002-05-22;0;887;14.8;26.2;19.9;14.5;74.5;48;6.8;1.7;
2002-05-23;15.8;887.6;16;23.8;19.2;16.3;82.4;60;7.6;2.6;
2002-05-24;0;888.5;14.3;21.8;18;15.8;79.9;55;8.3;3.5;
2002-05-25;0;888.7;11.3;23.5;17.6;13.4;68;37;7.3;2.6;
2002-05-26;0;889.3;8.1;23.4;17.7;12.9;55.1;29;9.3;3;
2002-05-27;0;888.9;7.6;22.6;17.1;12.3;55.8;33;9.1;2.9;
2002-05-28;0;887.8;7.5;23.8;17.5;12.7;54.5;29;11.7;3.5;
2002-05-29;0;887.5;8.6;25.7;18.9;13.5;53.6;30;7.3;2.5;
2002-05-30;0;887.8;10.4;26.1;19.2;12.2;59.8;33;7.3;2;
2002-05-31;0;889.5;10.6;26.6;19.8;12.9;58.3;31;6.4;1.5;
2002-06-01;0;889.8;11.1;26.2;19.9;13.5;59.1;34;8.1;2.1;
2002-06-02;0;890.3;9.7;25.1;19.4;14.7;55.2;33;8.8;2.9;
2002-06-03;0;889.2;8.5;25.4;18.7;13.2;53.7;29;7.5;2.7;
2002-06-04;0;888.9;10;26.1;19.8;15.1;55;35;7.5;2.5;
2002-06-05;0;887.9;10.2;26.5;20.1;12.7;54.8;33;7.8;2.1;
2002-06-06;0;888.3;11;26.7;20;13.7;58.4;32;6.8;1.7;
2002-06-07;0;888.7;11.7;25.9;20.3;14.2;59.5;31;8.7;2.6;
2002-06-08;0;890.1;12.2;25.6;20.1;14.4;61.7;39;8.4;2.1;
2002-06-09;0;889.7;13.6;24.1;19.9;16.2;67.5;53;6.9;2.3;
2002-06-10;0;889.7;12.6;26.3;20.5;15.3;63.3;35;7.3;2.4;
2002-06-11;0;889.2;11.6;25.7;20.3;15.7;59.5;33;8.4;2.9;
2002-06-12;0;889.4;7.9;26.2;19.2;11.7;50.9;25;8.4;1.7;
2002-06-13;0;889.8;9.8;26.7;19.7;12.5;54.9;30;8.4;2;
2002-06-14;0;890.9;12.5;27;20.8;15.9;59.7;43;8.6;2.2;
2002-06-15;0;891.5;12.8;27;21.2;15.4;60.4;38;8.3;2.9;
2002-06-16;0;891.4;10.8;24.5;19.3;14.6;59.3;36;9.2;3.4;
2002-06-17;0;890.5;9.6;24.9;18.9;14.1;55.8;34;8;3.3;
2002-06-18;0;891;11.4;24.6;19.2;14.9;61.4;40;7.3;2.5;
2002-06-19;0;892;11;24.7;null;13.5;65.3;36;8;2.3;
2002-06-20;null;891.2;9.7;24.2;null;13.8;60;35;8.7;2.8;
2002-06-21;null;891.5;10.5;24.2;18.4;14;60.7;42;6.3;2.5;
2002-06-22;0;891.7;11.3;23.9;18.3;14.2;65.7;40;7.5;2.5;
2002-06-23;0;891.3;10.7;23.7;null;13.8;64.7;40;9.9;2.8;
2002-06-24;null;null;null;null;null;null;null;39;10.1;null;
2002-06-25;null;892.6;10;24.8;19.2;13.9;57.6;34;8.5;2.7;
2002-06-26;0;892.8;10.7;25.3;19.4;14.1;58.5;37;8.6;2.7;
2002-06-27;0;891.4;12;25.4;19.8;14.9;61.7;41;9.2;3.3;
2002-06-28;0;890.6;10.5;25.3;19.7;13.6;58.1;33;9.3;2.6;
2002-06-29;0;890.9;9.4;24.8;18.9;13.6;55.5;35;9.3;2.9;
2002-06-30;0;891.8;9.5;25.1;19.3;13.7;54.9;34;9;2.7;
2002-07-01;0;892.8;8.7;25;19;14.7;52.3;34;8;2.6;
2002-07-02;0;891.6;7.6;23;18.1;13.3;51.5;33;10;3.1;
2002-07-03;0;891.1;9.5;22.6;17.5;13.3;60.8;38;10.4;4.3;
2002-07-04;0;891.1;10;23.9;18.7;14.5;58.6;37;12.5;4.7;
2002-07-05;0;890.5;10.6;23.5;18.1;14.3;62.8;39;9.5;3.7;
2002-07-06;0;889.3;9.2;26.3;19;11.4;55.7;29;8.5;2.5;
2002-07-07;0;889.3;9.3;26.6;19.4;13.2;54.2;28;9.8;1.4;
2002-07-08;0;888.8;11.3;25.7;18.9;13.8;62.6;40;6.7;1.5;
2002-07-09;0;890.2;11;26.6;19.8;12.7;59.4;34;5.7;1.7;
2002-07-10;2.6;890.4;12.7;27.4;20.8;14.7;63.4;33;7.2;2;
2002-07-11;0;890.1;11.6;27.4;21.8;16.7;53.9;33;9.1;3.1;
2002-07-12;0;889.3;11.1;28.2;22.4;16.9;50;32;7.6;1.6;
2002-07-13;0;888.9;12.5;27.4;21.4;14.7;58.8;33;8.5;1.9;
2002-07-14;0;888.7;12.3;27.7;21.1;16.1;59;35;5.2;1.5;
2002-07-15;0;889.2;12;27.3;20.7;14.6;59.6;34;8;1.7;
2002-07-16;0;889.7;12.3;26.8;21.2;15.5;59.4;31;10.4;1.4;
2002-07-17;.4;890.3;10.8;27.5;20.8;13.8;56.3;26;7.3;1.8;
2002-07-18;0;890;9.7;27.1;20.5;14.9;51.3;31;6.4;1.7;
2002-07-19;0;889.3;11;25.8;20.2;15.3;57;35;8;2.5;
2002-07-20;2.4;889.4;10.8;26.2;20.1;15.1;57;33;7.8;2.9;
2002-07-21;0;888.7;8.3;25.5;19.8;14.1;49.3;31;8.7;3.3;
2002-07-22;0;888.6;8;27.5;20.7;13.5;45.6;27;7.5;2.4;
2002-07-23;0;889.3;11.3;28.2;21;15.2;56.8;31;11.7;2.1;
2002-07-24;0;889.6;10;28.2;22;15;49.4;24;7.6;2.4;
2002-07-25;0;891;9.4;26.3;20.5;14.2;50.7;28;7.1;2.5;
2002-07-26;0;890.1;10.3;26.7;20.6;15.2;53.1;33;10.5;3.2;
2002-07-27;0;890;10.9;28;21.2;15.7;53;29;11.9;2.1;
2002-07-28;null;890.3;7.8;29.2;null;15.5;40.7;20;5.6;1.5;
2002-07-29;0;891.1;8.9;28;21.5;16.7;45.5;29;11;3.2;
2002-07-30;0;891;12.7;26.4;null;16.8;59.5;40;9.3;4.1;
2002-07-31;null;null;null;null;null;15.6;59.4;44;7.7;null;
2002-08-01;null;888.7;10.8;28.5;21.8;null;52.4;30;6.7;1.7;
2002-08-02;0;889.8;10.2;28.9;22.4;15;47.8;29;5.3;1.7;
2002-08-03;0;889.8;9.4;30.3;23.6;16;43.2;23;7.9;1.9;
2002-08-04;0;888.8;8.9;30.7;23.8;15.7;40.7;23;9.1;1.9;
2002-08-05;0;888.4;9.4;30.2;24.1;17.6;40.8;25;9.1;1.9;
2002-08-06;null;null;null;null;null;null;null;28;4.7;null;
2002-08-07;null;890;2.5;29.4;23.9;19.3;27.1;10;10.6;4;
2002-08-08;null;890;2.5;28.2;null;17.9;28.1;12;10.8;4.2;
2002-08-09;0;890.6;4.7;27.4;21.3;15.7;35.1;21;8.9;2.9;
2002-08-10;0;889.7;5.7;27.9;22.1;16.6;35.3;22;11.2;3.1;
2002-08-11;0;890.2;7.7;27.3;21.9;17.4;41.1;25;10.2;3.1;
2002-08-12;0;890.7;7.3;27.3;21.4;15.7;42.6;22;9.6;3.1;
2002-08-13;0;890.3;7.2;26.8;21.1;15.4;41.7;27;8.2;2.4;
2002-08-14;0;890.4;7.2;28.4;21.9;14.5;41.1;22;6.7;2.2;
2002-08-15;0;890.9;7.2;27.9;22.5;17.4;38.5;24;9.6;3.4;
2002-08-16;0;891.6;6.6;27.6;21.8;17;38;26;11.2;3.7;
2002-08-17;0;890.9;8.3;27.3;21.4;16.2;43.8;28;10.2;3.8;
2002-08-18;0;890.3;8.5;26.2;20.8;15.3;46.6;27;11;4.6;
2002-08-19;0;890.4;7.5;25.7;20.1;15.1;45.5;28;10.6;4.3;
2002-08-20;0;890.4;8.7;25.4;19.9;15;49.6;31;10;4;
2002-08-21;0;null;null;25.6;null;14.9;55.5;33;7.6;null;
2002-08-22;null;891.1;8.6;27.4;21;15;45.8;29;9.6;3.4;
2002-08-23;0;889.6;9.5;27;21.5;16.1;47.9;29;9.3;3.5;
2002-08-24;0;889.3;8.3;27.7;21.6;16.4;44.5;24;9.6;3.4;
2002-08-25;0;889.6;8.1;27;21.4;15.9;43.9;27;9.3;3.8;
2002-08-26;0;889.7;7.2;26.7;20.8;14.3;43.4;23;9.6;3.5;
2002-08-27;0;889.3;8.7;26.6;19;15.4;52.6;30;12;3.8;
2002-08-28;18.2;888.2;10.4;24.8;18.8;14.1;59.9;34;9.5;3.1;
2002-08-29;0;886.6;9.5;28.4;21.4;15;48.8;28;9.8;2.3;
2002-08-30;0;886.5;11.2;27.4;22.4;17.8;50.6;32;7.3;1.8;
2002-08-31;0;886.9;10.8;29.5;23.8;18.9;45.3;28;8.8;1.7;
2002-09-01;0;886.4;14.7;27.6;20.8;16.9;69.1;39;8.4;2.8;
2002-09-02;2.6;886.7;6.8;25.1;17.6;11.2;52.4;30;9.2;3.2;
2002-09-03;0;887.4;3.5;29.9;21.1;12.9;31.9;23;8.1;2.1;
2002-09-04;0;888.3;6.9;31.4;24.3;17.2;33.8;21;7.9;1.9;
2002-09-05;null;888.1;13.5;28.4;null;20.3;57.3;34;10;2.8;
2002-09-06;null;888.9;16.1;28.7;21.4;18.2;73.7;40;10.1;2.9;
2002-09-07;null;null;null;28.1;null;17.6;77.9;41;10.5;null;
2002-09-08;15.4;889.3;13.2;27.3;20.7;14.8;64.5;37;8.4;2.8;
2002-09-09;0;890.5;13.6;26.6;21.2;16.7;63.3;39;9.8;4.1;
2002-09-10;0;890.4;12.1;27.2;21.4;16.5;58.2;31;12;5.1;
2002-09-11;0;890;10.3;26.8;21.3;16.5;51;28;10.2;4.3;
2002-09-12;0;889;10.8;27.2;20.8;15.5;55.2;31;8.5;3.4;
2002-09-13;0;887;8.5;29.4;22.9;16.4;41.9;24;6.6;1.9;
2002-09-14;0;886.6;8;30.9;24.5;18.6;36.4;20;7.7;1.6;
2002-09-15;0;887.3;10.5;29.8;24.2;19;43.2;28;9.1;3;
2002-09-16;0;888;10.9;30.3;25.5;22.4;40.5;30;12.6;4.1;
2002-09-17;0;889.6;11.4;29.2;23.9;18.2;48.1;29;9.6;4;
2002-09-18;0;888.9;6.1;28.5;23.5;18.2;33.1;24;8.8;3.7;
2002-09-19;0;887.9;7.3;29.2;23.7;18;35.8;23;9.9;3.2;
2002-09-20;0;887.1;7.5;30.3;24.3;18.5;35.6;22;9;2.5;
2002-09-21;0;886.3;11.9;29.1;23;19.7;50.2;29;8.6;1.7;
2002-09-22;0;885.8;15.6;26.8;21.7;17.5;68.8;49;6;1.4;
2002-09-23;.2;885.8;15.9;28;21.4;17.3;72.2;44;7.5;2.2;
2002-09-24;32;885.6;15.8;20.9;17.6;16.5;89.2;76;14.6;2.3;
2002-09-25;5;886;13.6;26.9;19.7;15.1;72.1;26;5.7;1.1;
2002-09-26;0;887.7;13.9;27.4;21.1;16.5;67;34;9.2;3.3;
2002-09-27;null;null;null;null;null;null;null;30;8.6;null;
2002-09-28;null;889.6;9.9;28;22.3;16.6;47;28;10.3;2.9;
2002-09-29;0;888.8;10.4;29.2;22.6;15.8;47.7;28;7.6;2.5;
2002-09-30;0;888.2;11.1;29.8;24.1;17.5;45.3;30;8.5;2.4;
2002-10-01;0;888.6;10.5;31.6;25;18.4;41.9;24;7.1;1.6;
2002-10-02;0;null;null;null;null;18.8;56.3;41;7;null;
2002-10-03;null;885.9;12.4;31;24.1;null;51.3;27;7;1.8;
2002-10-04;0;885.9;13;29.9;23.6;18.6;52.4;29;9.3;1.8;
2002-10-05;0;886.3;15.6;30.7;22.2;18;68.3;33;12.9;2.2;
2002-10-06;27;886.4;15.7;28.7;22.8;17.7;67.2;39;10;2.7;
2002-10-07;0;886.7;10.8;29.8;24.3;18.3;44.9;24;7.9;2.7;
2002-10-08;0;887.5;9.2;30.6;24.9;19.5;38.3;20;9.3;3.3;
2002-10-09;0;887.2;8.1;30.6;25.3;18.5;34.4;21;8.9;3;
2002-10-10;0;886.7;7.1;30.8;25.2;17.5;32.7;19;8.2;2.5;
2002-10-11;0;null;null;28.9;null;19.4;37.6;24;7.9;null;
2002-10-12;null;null;null;null;null;null;null;null;null;null;
2002-10-13;null;null;null;null;null;null;null;null;null;null;
2002-10-14;null;null;null;null;null;null;null;null;null;null;
2002-10-15;null;null;null;null;null;null;null;null;null;null;
2002-10-16;null;null;null;null;null;null;null;19;7;null;
